,YEAR,STATE,EVENT_TYPE,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_STATE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_ID,EVENT_ID,TOTAL DEATHS,TOTAL INJURIES,TOTAL DAMAGES
1646,1964,LOUISIANA,Tornado,25000.0,0.0,,0.0,,2.0,6.9,100,,,31.13,-92.0,31.2,-91.92,,10030807,0,1,25000.0
1647,1964,GEORGIA,Tornado,2500000.0,0.0,,0.0,,3.0,18.9,600,,,32.9,-83.67,33.03,-83.38,,9995815,2,16,2500000.0
1648,1964,FLORIDA,Tornado,2500.0,0.0,,0.0,,1.0,0.0,33,,,26.53,-80.07,,,,9988788,0,3,2500.0
1649,1964,FLORIDA,Tornado,250000.0,0.0,,0.0,,2.0,0.0,100,,,26.47,-80.07,,,,9988790,0,22,250000.0
1650,1964,FLORIDA,Tornado,25000.0,0.0,,0.0,,1.0,0.0,33,,,26.72,-80.07,,,,9988791,0,3,25000.0
1651,1964,FLORIDA,Tornado,250000.0,0.0,,0.0,,2.0,0.0,33,,,28.13,-80.63,,,,9988792,0,17,250000.0
1652,1964,FLORIDA,Tornado,2500000.0,0.0,,0.0,,3.0,12.8,67,,,30.4,-86.58,30.52,-86.42,,9988795,0,4,2500000.0
1653,1964,FLORIDA,Tornado,2500.0,0.0,,0.0,,1.0,0.0,33,,,27.8,-82.75,,,,9988776,0,2,2500.0
1654,1964,FLORIDA,Tornado,25000.0,0.0,,0.0,,,0.0,33,,,28.62,-80.8,,,,9988777,0,1,25000.0
1655,1964,FLORIDA,Tornado,2500.0,0.0,,0.0,,1.0,0.0,33,,,26.35,-80.08,,,,9988787,0,3,2500.0
1656,1964,SOUTH DAKOTA,Tornado,2500000.0,0.0,,0.0,,1.0,11.1,33,,,44.82,-98.93,44.97,-98.83,,10113691,0,10,2500000.0
1657,1964,TENNESSEE,Tornado,25000.0,0.0,,0.0,,2.0,7.6,200,,,35.3,-89.7,35.4,-89.65,,10127476,0,3,25000.0
1658,1964,KANSAS,Tornado,2500.0,0.0,,0.0,,1.0,0.0,33,,,38.42,-97.05,,,,10025250,0,2,2500.0
1659,1964,KANSAS,Tornado,0.0,0.0,,0.0,,3.0,25.7,880,,,37.95,-98.88,38.27,-98.63,,10025244,0,2,0.0
